Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
4045999,2024-04-03,West,Pune,Web Development,Online,77618,93,Completed,Placed
4046000,2021-04-14,North,Chandigarh,Python,Online,66269,21,Completed,Not Placed
4046001,2022-11-12,East,Bhubaneswar,AI / ML,Offline,154769,47,Ongoing,Not Eligible
4046002,2022-01-21,East,Bhubaneswar,Cyber Security,Online,113354,57,Ongoing,Not Eligible
4046003,2021-06-23,East,Kolkata,Web Development,Online,60536,76,Completed,Not Placed
4046004,2021-07-11,West,Ahmedabad,Cloud Computing,Online,80727,75,Completed,Placed
4046005,2021-07-20,West,Pune,Data Science,Online,133804,72,Ongoing,Not Eligible
4046006,2024-01-02,South,Hyderabad,Web Development,Offline,73539,82,Dropped,Not Eligible
4046007,2022-06-10,North,Chandigarh,Data Science,Offline,117380,50,Ongoing,Not Eligible
4046008,2021-02-15,East,Bhubaneswar,Cloud Computing,Online,94277,59,Completed,Placed
4046009,2024-11-23,North,Lucknow,AI / ML,Online,121576,45,Dropped,Not Eligible
4046010,2023-05-02,East,Kolkata,Web Development,Online,77419,69,Ongoing,Not Eligible
4046011,2023-01-21,North,Delhi,Data Science,Online,113371,85,Completed,Placed
4046012,2022-08-25,North,Delhi,Python,Online,62823,68,Completed,Not Placed
4046013,2024-09-22,North,Chandigarh,Web Development,Online,71568,49,Completed,Not Placed
4046014,2023-02-25,North,Chandigarh,Cloud Computing,Online,92026,50,Ongoing,Not Eligible
4046015,2023-08-03,West,Ahmedabad,Web Development,Online,69797,48,Completed,Not Placed
4046016,2024-03-31,West,Ahmedabad,Data Science,Offline,116763,48,Ongoing,Not Eligible
4046017,2024-09-03,West,Pune,Python,Online,72614,41,Completed,Placed
4046018,2024-07-02,East,Bhubaneswar,Python,Offline,68866,70,Completed,Not Placed
4046019,2023-08-14,North,Lucknow,Data Science,Offline,105329,34,Ongoing,Not Eligible
4046020,2024-02-09,South,Hyderabad,Cloud Computing,Offline,86573,44,Completed,Not Placed
4046021,2024-03-09,Central,Bhopal,Python,Online,74230,63,Ongoing,Not Eligible
4046022,2022-10-01,West,Mumbai,Python,Online,48557,47,Completed,Not Placed
4046023,2022-08-20,North,Lucknow,Python,Offline,55307,69,Ongoing,Not Eligible
4046024,2022-09-03,East,Bhubaneswar,Python,Online,53088,51,Completed,Not Placed
4046025,2021-11-16,East,Kolkata,AI / ML,Offline,134625,37,Dropped,Not Eligible
4046026,2023-03-20,North,Delhi,Web Development,Online,61998,84,Completed,Placed
4046027,2024-04-10,Central,Bhopal,Cyber Security,Online,100194,50,Dropped,Not Eligible
4046028,2021-11-10,West,Mumbai,Data Science,Online,111676,71,Ongoing,Not Eligible
4046029,2022-12-18,North,Delhi,Cyber Security,Hybrid,107159,62,Completed,Not Placed
4046030,2023-01-20,South,Chennai,Cyber Security,Online,102076,47,Completed,Not Placed
4046031,2024-05-02,East,Bhubaneswar,Web Development,Online,65725,77,Completed,Placed
4046032,2024-03-10,East,Bhubaneswar,AI / ML,Offline,128670,55,Completed,Placed
4046033,2022-04-23,South,Chennai,AI / ML,Online,132449,91,Completed,Not Placed
4046034,2023-02-02,West,Ahmedabad,Cyber Security,Online,102746,62,Completed,Not Placed
4046035,2022-03-05,North,Lucknow,Cloud Computing,Online,83409,48,Dropped,Not Eligible
4046036,2021-09-06,Central,Indore,Data Science,Online,121097,62,Dropped,Not Eligible
4046037,2024-04-23,Central,Indore,AI / ML,Offline,126305,70,Completed,Placed
4046038,2022-12-23,North,Chandigarh,Data Science,Online,124493,63,Completed,Not Placed
4046039,2023-01-18,North,Lucknow,Python,Online,66619,27,Completed,Not Placed
4046040,2024-11-19,South,Hyderabad,AI / ML,Hybrid,140759,91,Completed,Placed
4046041,2024-02-03,North,Lucknow,Python,Hybrid,66089,64,Completed,Not Placed
4046042,2024-12-02,South,Chennai,Data Science,Offline,120938,88,Completed,Not Placed
4046043,2022-03-18,South,Hyderabad,Python,Hybrid,58736,67,Ongoing,Not Eligible
4046044,2023-10-01,West,Ahmedabad,Cyber Security,Online,93594,86,Dropped,Not Eligible
4046045,2022-02-17,East,Bhubaneswar,Python,Offline,60752,62,Completed,Not Placed
4046046,2021-02-15,West,Ahmedabad,Data Science,Hybrid,116890,51,Ongoing,Not Eligible
4046047,2021-09-28,South,Bangalore,Data Science,Offline,115390,33,Dropped,Not Eligible
4046048,2022-05-11,West,Pune,AI / ML,Offline,134227,61,Completed,Placed
4046049,2024-11-09,South,Chennai,Python,Online,54522,74,Ongoing,Not Eligible
4046050,2024-11-14,South,Hyderabad,Cloud Computing,Offline,89764,60,Ongoing,Not Eligible
4046051,2024-02-16,South,Chennai,Data Science,Online,115860,57,Completed,Placed
4046052,2022-07-04,West,Pune,Data Science,Online,131096,66,Completed,Not Placed
4046053,2024-02-15,West,Pune,Web Development,Online,63814,64,Ongoing,Not Eligible
4046054,2021-05-21,East,Kolkata,AI / ML,Online,129761,39,Completed,Not Placed
4046055,2022-09-04,West,Mumbai,Data Science,Offline,125105,83,Completed,Placed
4046056,2022-12-20,East,Bhubaneswar,Web Development,Online,80372,80,Completed,Placed
4046057,2023-12-10,East,Bhubaneswar,Web Development,Hybrid,71282,68,Completed,Not Placed
4046058,2021-09-09,West,Pune,Python,Online,49445,80,Completed,Not Placed
4046059,2023-01-26,North,Chandigarh,Data Science,Online,112565,51,Completed,Placed
4046060,2024-03-28,Central,Indore,Web Development,Online,72599,61,Completed,Placed
4046061,2024-07-09,West,Mumbai,Python,Online,58974,65,Ongoing,Not Eligible
4046062,2024-02-06,South,Hyderabad,Python,Online,62846,36,Completed,Not Placed
4046063,2024-10-23,North,Lucknow,Data Science,Online,133755,67,Completed,Not Placed
4046064,2022-02-11,South,Chennai,Cyber Security,Online,96762,58,Completed,Placed
4046065,2021-12-15,West,Ahmedabad,Web Development,Hybrid,78660,92,Completed,Placed
4046066,2021-06-22,South,Chennai,Web Development,Online,70907,67,Ongoing,Not Eligible
4046067,2022-06-10,North,Chandigarh,Data Science,Online,120455,63,Completed,Placed
4046068,2023-03-28,East,Kolkata,Cloud Computing,Online,87970,83,Completed,Placed
4046069,2024-09-24,North,Chandigarh,Cloud Computing,Hybrid,86503,70,Dropped,Not Eligible
4046070,2024-09-12,South,Bangalore,Python,Online,77780,69,Completed,Not Placed
4046071,2023-07-29,South,Bangalore,Python,Online,60052,79,Dropped,Not Eligible
4046072,2024-02-15,North,Lucknow,Python,Offline,59389,71,Completed,Not Placed
4046073,2021-05-16,North,Lucknow,Cloud Computing,Online,95437,54,Completed,Not Placed
4046074,2022-12-10,North,Chandigarh,Cyber Security,Offline,88439,96,Completed,Placed
4046075,2022-10-10,South,Hyderabad,Python,Hybrid,60955,63,Ongoing,Not Eligible
4046076,2023-03-07,North,Lucknow,Cyber Security,Offline,95883,77,Completed,Placed
4046077,2022-11-21,East,Kolkata,Web Development,Online,64525,98,Completed,Placed
4046078,2021-10-01,South,Hyderabad,Cloud Computing,Online,81031,40,Ongoing,Not Eligible
4046079,2022-07-27,Central,Indore,Python,Offline,61473,61,Ongoing,Not Eligible
4046080,2022-07-11,Central,Indore,Cyber Security,Offline,86863,72,Ongoing,Not Eligible
4046081,2021-02-18,South,Bangalore,Python,Online,53346,67,Completed,Not Placed
4046082,2024-02-03,South,Bangalore,Cloud Computing,Offline,97467,74,Completed,Placed
4046083,2024-11-11,West,Ahmedabad,Python,Online,65472,79,Completed,Placed
4046084,2021-12-06,Central,Indore,Data Science,Online,114083,61,Completed,Placed
4046085,2021-06-04,North,Lucknow,Cloud Computing,Online,109497,85,Completed,Placed
4046086,2023-10-01,Central,Indore,AI / ML,Offline,141133,47,Dropped,Not Eligible
4046087,2021-03-05,Central,Indore,Web Development,Hybrid,57616,70,Completed,Not Placed
4046088,2022-07-09,North,Lucknow,AI / ML,Online,145219,72,Completed,Placed
4046089,2021-05-23,West,Ahmedabad,Cyber Security,Offline,89825,77,Ongoing,Not Eligible
4046090,2024-07-31,North,Chandigarh,Python,Online,59584,47,Completed,Placed
4046091,2024-04-26,East,Kolkata,Data Science,Online,123037,30,Completed,Placed
4046092,2022-10-27,West,Mumbai,Cloud Computing,Hybrid,88798,67,Completed,Placed
4046093,2023-04-19,South,Hyderabad,Web Development,Online,67385,45,Ongoing,Not Eligible
4046094,2021-06-26,North,Lucknow,Data Science,Online,133235,44,Dropped,Not Eligible
4046095,2021-06-05,North,Chandigarh,Python,Offline,45364,57,Completed,Not Placed
4046096,2024-04-27,South,Hyderabad,Python,Online,62664,79,Completed,Not Placed
4046097,2023-04-02,Central,Indore,Cyber Security,Online,90711,51,Completed,Placed
4046098,2021-07-07,South,Hyderabad,Web Development,Offline,62310,59,Completed,Not Placed
4046099,2021-07-27,South,Chennai,Data Science,Online,117662,72,Ongoing,Not Eligible
4046100,2022-12-29,South,Hyderabad,Cloud Computing,Online,101199,66,Completed,Not Placed
4046101,2021-11-20,North,Lucknow,Web Development,Offline,69348,78,Completed,Not Placed
4046102,2024-06-22,West,Ahmedabad,Cloud Computing,Online,80007,59,Completed,Not Placed
4046103,2023-03-24,South,Chennai,Cloud Computing,Offline,68222,56,Completed,Not Placed
4046104,2023-03-27,South,Bangalore,Web Development,Online,75195,73,Completed,Placed
4046105,2024-04-16,South,Chennai,Cloud Computing,Offline,95388,37,Completed,Not Placed
4046106,2022-10-14,North,Delhi,Web Development,Offline,81633,89,Completed,Not Placed
4046107,2024-05-17,North,Chandigarh,Python,Online,62218,81,Ongoing,Not Eligible
4046108,2022-05-19,North,Lucknow,Python,Online,57567,91,Completed,Placed
4046109,2021-04-09,North,Lucknow,AI / ML,Online,122996,38,Completed,Not Placed
4046110,2024-04-19,East,Kolkata,Cloud Computing,Online,83719,38,Dropped,Not Eligible
4046111,2022-04-20,West,Pune,Python,Offline,58505,66,Completed,Placed
4046112,2022-11-21,West,Pune,Data Science,Offline,125342,46,Completed,Placed
4046113,2023-03-28,North,Lucknow,Python,Online,60894,67,Ongoing,Not Eligible
4046114,2023-02-23,West,Pune,Data Science,Offline,112575,75,Ongoing,Not Eligible
4046115,2024-12-02,North,Lucknow,AI / ML,Offline,122754,82,Completed,Placed
4046116,2022-12-30,North,Chandigarh,Python,Online,53468,60,Dropped,Not Eligible
4046117,2021-04-14,West,Mumbai,Cloud Computing,Offline,81472,62,Completed,Not Placed
4046118,2022-07-08,South,Chennai,Cloud Computing,Online,109600,65,Completed,Not Placed
4046119,2023-09-21,South,Bangalore,Cyber Security,Online,100047,66,Completed,Placed
4046120,2022-02-21,West,Pune,Cyber Security,Online,114909,78,Completed,Placed
4046121,2024-04-16,South,Hyderabad,Cloud Computing,Offline,82626,66,Ongoing,Not Eligible
4046122,2021-08-02,West,Mumbai,Web Development,Offline,74591,45,Dropped,Not Eligible
4046123,2023-02-19,North,Chandigarh,Data Science,Offline,112289,84,Completed,Placed
4046124,2024-04-10,South,Chennai,Web Development,Online,66135,100,Completed,Placed
4046125,2022-08-17,North,Chandigarh,Cyber Security,Online,86693,56,Completed,Not Placed
4046126,2023-06-25,South,Chennai,Web Development,Online,61431,54,Ongoing,Not Eligible
4046127,2022-04-30,North,Delhi,Cyber Security,Online,98058,64,Ongoing,Not Eligible
4046128,2023-03-21,West,Pune,Python,Hybrid,69935,59,Completed,Placed
4046129,2022-03-05,East,Bhubaneswar,Data Science,Online,117253,96,Ongoing,Not Eligible
4046130,2024-06-05,South,Bangalore,Data Science,Online,122205,72,Ongoing,Not Eligible
4046131,2021-08-02,East,Bhubaneswar,Python,Online,61262,45,Completed,Not Placed
4046132,2022-07-23,North,Chandigarh,Cloud Computing,Online,81412,44,Completed,Not Placed
4046133,2022-12-06,West,Mumbai,Python,Hybrid,64597,46,Dropped,Not Eligible
4046134,2022-01-11,North,Lucknow,AI / ML,Offline,135092,83,Completed,Placed
4046135,2022-06-17,West,Mumbai,Data Science,Offline,127971,100,Dropped,Not Eligible
4046136,2022-05-22,East,Bhubaneswar,Data Science,Online,121585,27,Completed,Not Placed
4046137,2023-07-02,West,Pune,Python,Online,76350,55,Completed,Not Placed
4046138,2022-05-05,North,Chandigarh,Web Development,Hybrid,65342,44,Completed,Not Placed
4046139,2022-11-14,North,Chandigarh,Cloud Computing,Hybrid,100181,59,Completed,Placed
4046140,2021-12-13,East,Kolkata,Data Science,Offline,131167,65,Completed,Not Placed
4046141,2022-03-07,East,Kolkata,Python,Offline,41900,53,Ongoing,Not Eligible
4046142,2024-05-09,East,Kolkata,Web Development,Offline,68979,56,Completed,Not Placed
4046143,2024-06-23,West,Pune,Data Science,Online,116524,20,Completed,Not Placed
4046144,2022-11-08,North,Delhi,Web Development,Online,65657,58,Completed,Not Placed
4046145,2024-02-04,South,Chennai,AI / ML,Online,140481,99,Completed,Not Placed
4046146,2023-06-18,South,Hyderabad,Web Development,Online,63930,63,Dropped,Not Eligible
4046147,2024-10-08,West,Pune,Data Science,Online,119100,47,Ongoing,Not Eligible
4046148,2023-08-15,North,Chandigarh,AI / ML,Online,130474,61,Completed,Not Placed
4046149,2021-03-01,North,Chandigarh,AI / ML,Offline,137177,53,Completed,Not Placed
4046150,2021-11-07,North,Lucknow,AI / ML,Offline,116544,55,Completed,Not Placed
4046151,2021-02-15,North,Lucknow,Web Development,Online,69247,65,Completed,Not Placed
4046152,2023-05-14,North,Lucknow,Web Development,Online,70463,55,Ongoing,Not Eligible
4046153,2021-05-09,South,Bangalore,Python,Online,60848,72,Completed,Not Placed
4046154,2023-07-24,North,Lucknow,Python,Hybrid,71189,53,Dropped,Not Eligible
4046155,2023-10-04,West,Pune,Python,Offline,57955,44,Ongoing,Not Eligible
4046156,2024-04-30,North,Chandigarh,Python,Online,54764,43,Completed,Placed
4046157,2022-11-17,North,Lucknow,Data Science,Offline,131851,66,Completed,Placed
4046158,2024-10-23,North,Chandigarh,Data Science,Hybrid,119685,66,Completed,Placed
4046159,2024-01-30,South,Chennai,Web Development,Online,63867,30,Ongoing,Not Eligible
4046160,2024-01-08,North,Lucknow,Cloud Computing,Online,80582,27,Completed,Not Placed
4046161,2021-12-15,North,Delhi,Web Development,Offline,70669,70,Dropped,Not Eligible
4046162,2021-09-17,North,Delhi,Python,Offline,55551,62,Completed,Placed
4046163,2024-04-25,West,Pune,Python,Online,76080,78,Completed,Placed
4046164,2024-04-25,South,Chennai,Web Development,Online,76644,76,Dropped,Not Eligible
4046165,2022-06-19,East,Kolkata,Cloud Computing,Online,89982,66,Completed,Not Placed
4046166,2023-10-05,West,Pune,Web Development,Online,51235,59,Ongoing,Not Eligible
4046167,2021-10-22,West,Mumbai,AI / ML,Offline,118178,62,Completed,Placed
4046168,2024-01-06,East,Bhubaneswar,Web Development,Online,79709,43,Dropped,Not Eligible
4046169,2021-01-26,North,Chandigarh,Python,Online,58806,100,Dropped,Not Eligible
4046170,2022-11-26,North,Lucknow,Python,Online,67014,53,Completed,Not Placed
4046171,2024-05-29,North,Lucknow,Python,Online,56220,80,Completed,Not Placed
4046172,2024-07-25,North,Delhi,Data Science,Offline,128023,68,Completed,Not Placed
4046173,2021-12-06,South,Chennai,AI / ML,Offline,126328,64,Dropped,Not Eligible
4046174,2022-07-04,Central,Bhopal,AI / ML,Offline,131710,71,Completed,Not Placed
4046175,2022-09-21,West,Mumbai,Web Development,Hybrid,71776,46,Ongoing,Not Eligible
4046176,2024-12-12,South,Chennai,Cloud Computing,Online,93885,68,Dropped,Not Eligible
4046177,2022-05-16,North,Chandigarh,AI / ML,Hybrid,146464,76,Dropped,Not Eligible
4046178,2022-12-23,West,Mumbai,Data Science,Offline,117893,58,Ongoing,Not Eligible
4046179,2023-05-27,North,Chandigarh,Data Science,Offline,132883,64,Ongoing,Not Eligible
4046180,2023-03-13,West,Ahmedabad,Cloud Computing,Offline,98063,83,Completed,Not Placed
4046181,2021-02-05,South,Chennai,Cloud Computing,Offline,94222,69,Ongoing,Not Eligible
4046182,2023-06-21,Central,Bhopal,Python,Online,70100,53,Completed,Placed
4046183,2021-11-12,West,Mumbai,Data Science,Online,113548,78,Completed,Not Placed
4046184,2022-05-15,North,Chandigarh,AI / ML,Offline,138348,66,Completed,Not Placed
4046185,2024-02-16,West,Pune,Python,Offline,59469,33,Dropped,Not Eligible
4046186,2022-01-28,Central,Bhopal,AI / ML,Online,118334,30,Completed,Not Placed
4046187,2022-04-28,West,Mumbai,Data Science,Online,110574,67,Completed,Not Placed
4046188,2021-12-04,West,Pune,Python,Online,74716,63,Completed,Placed
4046189,2024-07-05,West,Ahmedabad,Data Science,Online,115683,71,Dropped,Not Eligible
4046190,2023-11-10,Central,Indore,Cyber Security,Online,94329,54,Completed,Not Placed
4046191,2024-08-27,West,Pune,Web Development,Offline,63447,81,Completed,Placed
4046192,2021-04-14,Central,Bhopal,Python,Online,44098,41,Completed,Not Placed
4046193,2021-08-04,Central,Indore,Python,Offline,44484,57,Completed,Placed
4046194,2022-08-28,East,Kolkata,Cloud Computing,Online,90722,51,Completed,Not Placed
4046195,2022-10-10,South,Hyderabad,Python,Online,63681,60,Ongoing,Not Eligible
4046196,2022-10-01,West,Pune,Cyber Security,Online,100760,67,Ongoing,Not Eligible
4046197,2022-04-12,North,Lucknow,Web Development,Hybrid,62539,53,Completed,Placed
4046198,2023-01-17,North,Chandigarh,Python,Offline,63212,51,Completed,Placed
4046199,2023-07-08,West,Mumbai,Web Development,Online,74388,48,Completed,Not Placed
4046200,2021-01-14,North,Delhi,Data Science,Offline,123580,66,Dropped,Not Eligible
4046201,2022-04-26,South,Bangalore,Web Development,Online,81433,48,Completed,Not Placed
4046202,2022-05-23,West,Mumbai,Python,Offline,61582,64,Completed,Not Placed
4046203,2021-12-15,North,Lucknow,Web Development,Online,68955,90,Completed,Placed
4046204,2021-06-13,North,Lucknow,Web Development,Online,75681,72,Ongoing,Not Eligible
4046205,2021-04-19,South,Chennai,Data Science,Online,118040,97,Dropped,Not Eligible
4046206,2021-03-06,West,Ahmedabad,Cloud Computing,Online,91172,38,Completed,Not Placed
4046207,2021-03-17,Central,Indore,Cloud Computing,Hybrid,102898,90,Completed,Not Placed
4046208,2022-07-07,North,Delhi,Cloud Computing,Offline,94190,71,Dropped,Not Eligible
4046209,2024-11-18,North,Chandigarh,Data Science,Offline,111259,4,Completed,Not Placed
4046210,2024-10-13,Central,Bhopal,Data Science,Online,129103,81,Completed,Placed
4046211,2022-05-29,South,Hyderabad,Data Science,Offline,114559,62,Completed,Placed
4046212,2021-05-30,Central,Bhopal,Data Science,Online,115784,100,Completed,Placed
4046213,2021-12-10,West,Pune,Web Development,Hybrid,76844,63,Ongoing,Not Eligible
4046214,2023-02-22,West,Pune,AI / ML,Online,134469,82,Dropped,Not Eligible
4046215,2022-01-03,East,Bhubaneswar,Data Science,Online,118840,60,Completed,Not Placed
4046216,2021-09-07,South,Chennai,AI / ML,Hybrid,138139,64,Completed,Placed
4046217,2022-08-05,West,Pune,Web Development,Offline,67101,46,Ongoing,Not Eligible
4046218,2023-09-26,West,Pune,AI / ML,Online,119484,76,Completed,Placed
4046219,2021-10-17,North,Delhi,AI / ML,Hybrid,125942,83,Completed,Placed
4046220,2023-06-16,South,Chennai,Python,Online,70443,94,Completed,Not Placed
4046221,2023-03-12,North,Chandigarh,Python,Offline,49618,51,Dropped,Not Eligible
4046222,2023-11-12,Central,Indore,Cyber Security,Online,117493,77,Completed,Placed
4046223,2023-04-11,South,Hyderabad,Python,Online,70073,57,Ongoing,Not Eligible
4046224,2024-03-23,North,Chandigarh,Python,Offline,69030,60,Dropped,Not Eligible
4046225,2021-07-11,South,Bangalore,AI / ML,Offline,140656,61,Completed,Placed
4046226,2021-05-18,West,Pune,Python,Offline,67020,58,Completed,Not Placed
4046227,2022-11-08,West,Pune,Python,Hybrid,78428,71,Completed,Not Placed
4046228,2021-07-21,East,Bhubaneswar,Web Development,Online,79169,44,Ongoing,Not Eligible
4046229,2022-12-18,South,Bangalore,Data Science,Online,126544,73,Ongoing,Not Eligible
4046230,2021-02-18,West,Mumbai,Cyber Security,Online,95743,36,Completed,Not Placed
4046231,2022-03-22,South,Bangalore,Data Science,Offline,128923,52,Completed,Placed
4046232,2021-09-27,South,Bangalore,AI / ML,Hybrid,122517,92,Ongoing,Not Eligible
4046233,2023-09-27,North,Chandigarh,AI / ML,Hybrid,140643,55,Completed,Not Placed
4046234,2021-11-10,South,Hyderabad,Data Science,Online,126264,49,Completed,Not Placed
4046235,2022-01-06,East,Bhubaneswar,Python,Online,53134,72,Completed,Placed
4046236,2021-12-11,West,Ahmedabad,Cloud Computing,Offline,76565,60,Completed,Not Placed
4046237,2024-05-21,Central,Bhopal,Data Science,Online,112849,56,Completed,Placed
4046238,2023-11-03,North,Delhi,AI / ML,Offline,117877,52,Ongoing,Not Eligible
4046239,2022-02-23,West,Pune,Data Science,Hybrid,115579,64,Completed,Not Placed
4046240,2023-02-05,East,Bhubaneswar,Python,Online,57594,55,Completed,Not Placed
4046241,2023-10-17,East,Kolkata,Web Development,Online,61364,74,Completed,Not Placed
4046242,2024-01-19,East,Kolkata,AI / ML,Online,132363,89,Dropped,Not Eligible
4046243,2024-02-23,West,Pune,AI / ML,Online,121812,63,Dropped,Not Eligible
4046244,2023-09-01,West,Pune,AI / ML,Online,130801,73,Dropped,Not Eligible
4046245,2022-11-05,North,Chandigarh,AI / ML,Online,123844,68,Completed,Placed
4046246,2024-10-08,West,Pune,Cloud Computing,Offline,103034,57,Dropped,Not Eligible
4046247,2022-11-22,East,Bhubaneswar,Data Science,Hybrid,109614,68,Dropped,Not Eligible
4046248,2021-05-04,West,Mumbai,Web Development,Online,90927,86,Dropped,Not Eligible
4046249,2023-02-23,North,Chandigarh,Data Science,Offline,131979,64,Completed,Not Placed
4046250,2022-05-08,South,Chennai,Cloud Computing,Online,98524,67,Completed,Not Placed
4046251,2022-02-15,North,Delhi,Cloud Computing,Offline,76962,56,Completed,Not Placed
4046252,2023-08-02,North,Lucknow,AI / ML,Hybrid,127791,63,Completed,Not Placed
4046253,2023-11-19,South,Hyderabad,Python,Online,53579,77,Completed,Placed
4046254,2022-10-19,South,Bangalore,Data Science,Online,117182,41,Dropped,Not Eligible
4046255,2024-12-11,North,Lucknow,Python,Offline,63525,51,Completed,Placed
4046256,2024-03-02,North,Lucknow,Python,Online,59859,63,Completed,Not Placed
4046257,2022-05-18,South,Bangalore,Data Science,Online,125940,84,Dropped,Not Eligible
4046258,2021-04-27,South,Chennai,Cyber Security,Online,98363,86,Ongoing,Not Eligible
4046259,2021-08-14,North,Chandigarh,Web Development,Online,61543,63,Ongoing,Not Eligible
4046260,2022-06-13,North,Delhi,Python,Online,55220,67,Completed,Not Placed
4046261,2024-01-13,West,Pune,Python,Hybrid,57633,83,Completed,Placed
4046262,2023-09-04,West,Pune,Python,Online,65826,45,Dropped,Not Eligible
4046263,2022-04-04,Central,Bhopal,Python,Offline,60202,44,Dropped,Not Eligible
4046264,2023-12-29,East,Kolkata,Cloud Computing,Online,98424,73,Ongoing,Not Eligible
4046265,2023-10-29,West,Pune,AI / ML,Hybrid,132771,74,Completed,Not Placed
4046266,2022-07-15,West,Ahmedabad,Web Development,Online,90525,68,Ongoing,Not Eligible
4046267,2021-10-09,North,Lucknow,Cloud Computing,Online,97926,54,Completed,Not Placed
4046268,2021-11-22,West,Mumbai,Web Development,Hybrid,91722,52,Completed,Not Placed
4046269,2023-07-21,West,Pune,Data Science,Online,128318,79,Ongoing,Not Eligible
4046270,2023-06-21,North,Lucknow,AI / ML,Offline,132343,47,Completed,Not Placed
4046271,2022-03-25,South,Hyderabad,AI / ML,Hybrid,133262,85,Dropped,Not Eligible
4046272,2021-08-28,West,Ahmedabad,AI / ML,Online,139177,64,Completed,Not Placed
4046273,2021-04-01,North,Chandigarh,Python,Offline,50009,45,Dropped,Not Eligible
4046274,2022-05-17,North,Lucknow,Python,Online,61958,84,Completed,Placed
4046275,2022-06-19,West,Pune,Data Science,Online,123328,60,Completed,Not Placed
4046276,2024-01-08,North,Delhi,Data Science,Online,113116,61,Completed,Not Placed
4046277,2022-08-28,South,Hyderabad,Web Development,Online,67100,36,Completed,Not Placed
4046278,2023-04-23,South,Hyderabad,Cloud Computing,Offline,86464,72,Ongoing,Not Eligible
4046279,2022-03-20,West,Ahmedabad,Python,Online,48470,71,Completed,Placed
4046280,2022-12-12,North,Chandigarh,Python,Offline,56906,76,Ongoing,Not Eligible
4046281,2021-11-18,North,Lucknow,Python,Hybrid,48989,100,Completed,Placed
4046282,2021-07-27,Central,Indore,AI / ML,Offline,130733,52,Dropped,Not Eligible
4046283,2024-02-06,North,Chandigarh,AI / ML,Hybrid,125768,76,Completed,Not Placed
4046284,2023-07-17,North,Lucknow,Cloud Computing,Hybrid,109027,66,Completed,Placed
4046285,2022-12-21,East,Bhubaneswar,Python,Online,58265,60,Dropped,Not Eligible
4046286,2021-03-30,East,Kolkata,Cloud Computing,Online,102366,100,Ongoing,Not Eligible
4046287,2023-06-06,West,Ahmedabad,Python,Online,80477,61,Completed,Not Placed
4046288,2023-03-14,West,Ahmedabad,Python,Online,53377,82,Completed,Not Placed
4046289,2022-08-09,East,Kolkata,Web Development,Online,68268,65,Completed,Not Placed
4046290,2022-03-25,West,Mumbai,Data Science,Offline,123426,79,Completed,Placed
4046291,2022-05-07,Central,Indore,AI / ML,Online,142568,67,Completed,Not Placed
4046292,2024-08-01,North,Delhi,Web Development,Offline,71026,78,Completed,Placed
4046293,2023-03-29,North,Delhi,Cyber Security,Hybrid,88347,80,Completed,Placed
4046294,2024-12-17,East,Kolkata,Data Science,Online,109592,68,Ongoing,Not Eligible
4046295,2021-09-07,Central,Bhopal,AI / ML,Hybrid,112023,98,Completed,Placed
4046296,2021-06-16,North,Delhi,Data Science,Online,121679,68,Ongoing,Not Eligible
4046297,2022-09-13,West,Mumbai,Cyber Security,Online,98588,47,Completed,Placed
4046298,2021-02-08,South,Chennai,Python,Online,59287,73,Completed,Not Placed
4046299,2024-07-16,Central,Bhopal,Cloud Computing,Offline,99351,76,Completed,Not Placed
4046300,2024-01-04,South,Bangalore,Python,Offline,53441,69,Ongoing,Not Eligible
4046301,2022-08-04,South,Bangalore,Python,Online,53651,71,Completed,Not Placed
4046302,2021-04-15,North,Delhi,AI / ML,Online,139199,62,Ongoing,Not Eligible
4046303,2021-03-31,South,Bangalore,AI / ML,Hybrid,131205,43,Completed,Placed
4046304,2021-03-30,North,Chandigarh,Cloud Computing,Offline,84852,90,Ongoing,Not Eligible
4046305,2023-03-07,North,Lucknow,AI / ML,Offline,142496,52,Completed,Not Placed
4046306,2024-08-26,South,Bangalore,Cyber Security,Hybrid,98947,40,Dropped,Not Eligible
4046307,2022-11-16,North,Chandigarh,AI / ML,Online,128027,57,Completed,Not Placed
4046308,2022-10-22,Central,Bhopal,Cyber Security,Online,91887,64,Ongoing,Not Eligible
4046309,2023-01-02,South,Chennai,Python,Online,70057,79,Completed,Placed
4046310,2023-09-24,South,Bangalore,Data Science,Offline,108075,98,Completed,Placed
4046311,2023-06-19,West,Ahmedabad,Web Development,Online,78356,82,Completed,Placed
4046312,2024-02-29,North,Lucknow,Cloud Computing,Online,70952,64,Completed,Placed
4046313,2023-03-20,South,Chennai,Cloud Computing,Offline,76686,52,Completed,Not Placed
4046314,2024-04-16,South,Chennai,AI / ML,Hybrid,126109,57,Ongoing,Not Eligible
4046315,2021-02-12,North,Lucknow,AI / ML,Hybrid,123254,74,Completed,Not Placed
4046316,2022-03-21,West,Ahmedabad,AI / ML,Online,116714,72,Dropped,Not Eligible
4046317,2023-05-14,North,Lucknow,Cyber Security,Online,94279,49,Completed,Not Placed
4046318,2024-01-31,North,Lucknow,Data Science,Offline,124836,28,Completed,Not Placed
